id,z_phot,z_phot16,z_phot84,lbol,r_eff_50_phys,z_dist_proxy,log_Sigma,log_Reff,log_lbol,z_asym_norm,density_group,size_group
44681,4.5811663,4.4078593,4.7221723,44.406467952690285,82.07716409557993,0.3143130000000003,-2.6781483263484334,1.9142223424203015,1.6474462311863036,0.10276698704793805,Q3 (high Σ),Q2 (small)
46085,4.78585,4.7541795,4.8134418,45.13042996617439,75.19261660062519,0.059262299999999435,-2.5950307974381617,1.8761751979449321,1.6544694711458365,0.06882453094125658,Q3 (high Σ),Q2 (small)
48927,7.907303,7.6139226,8.168864,45.63492865238562,88.70323407788338,0.5549413999999988,-2.7337314054049746,1.9479394542914108,1.6592973758719811,0.057338306350904616,Q3 (high Σ),Q2 (small)
52141,7.130078,7.0394573,7.857835,45.99454201600438,83.40011570308987,0.8183777000000001,-2.676776880194903,1.9211666531458755,1.662706298790982,-0.7785357543344582,Q3 (high Σ),Q2 (small)
52856,6.320852,6.1302104,6.4413333,43.99930545748256,130.3689840091876,0.3111229,-3.084052613621682,2.1151742809981924,1.6434458210688359,0.2255067049066475,Q1 (lowest Σ),Q4 (largest)
53667,4.5639205,4.5418167,4.7304063,44.56890366374977,139.53292252148583,0.18858960000000025,-3.1374713028243155,2.1446766906381334,1.6490319511460854,-0.765588346335111,Q1 (lowest Σ),Q4 (largest)
54143,4.7315016,4.356505,4.7665987,44.374799891127545,135.45754054007486,0.4100937,-3.1136198370719534,2.131803185993724,1.6471364076096284,0.8288337518962098,Q1 (lowest Σ),Q4 (largest)
54603,5.651867,5.620311,5.6765356,45.14115252011275,120.81149651493617,0.05622460000000018,-3.0067937577302115,2.082108264048586,1.6545726430610945,0.12249798131067322,Q2 (low Σ),Q4 (largest)
55902,8.670386,8.46465,8.837678,46.27189689771328,76.45530737967627,0.3730279999999997,-2.59864784645929,1.883407638678382,1.6653173035916078,0.10305928777464474,Q3 (high Σ),Q2 (small)
56783,5.3133664,5.2600517,5.4098573,44.859632574166895,87.9203147264202,0.14980559999999965,-2.733472628656012,1.944089234052638,1.6518557121433977,-0.2882148597916269,Q3 (high Σ),Q2 (small)
57469,5.667973,5.648212,5.67938,45.901350994196925,105.37355869003378,0.031168000000000085,-2.880787699272053,2.022731647350512,1.6618254681231055,0.2680313141683691,Q2 (low Σ),Q3 (large)
57944,5.28979,5.2574644,5.3149576,44.906090933977296,79.15001961700119,0.05749319999999969,-2.641746674904703,1.8984510268364583,1.652305251462347,0.12450168019871012,Q3 (high Σ),Q2 (small)
61010,7.1341963,7.076422,7.9323378,44.742772534750166,145.64056178251772,0.8559158,-3.1729916715253967,2.163282345478721,1.6507228921261794,-0.8650000385551939,Q1 (lowest Σ),Q4 (largest)
61298,5.242596,5.220534,5.278592,44.922184457757055,85.42160650122935,0.05805799999999994,-2.707824475550149,1.9315677348273816,1.6524608667987482,-0.24000137793241078,Q3 (high Σ),Q2 (small)
61378,7.4582853,7.18051,7.4909124,45.35312963768855,117.58698040520518,0.3104024000000001,-2.9812610872853984,2.0703592379714344,1.6566072613516043,0.789775465653616,Q2 (low Σ),Q3 (large)
62716,5.386735,5.3428035,5.445907,44.973112464074845,88.86082499488971,0.10310350000000046,-2.741617609706971,1.9487103409672535,1.65295294492167,-0.14781748437249873,Q3 (high Σ),Q2 (small)
64273,7.13156,6.912109,7.648001,45.16994551421614,95.45100089901749,0.7358919999999998,-2.8018612795250717,1.97978048676469,1.6548495666984422,-0.40357824245949037,Q2 (low Σ),Q3 (large)
66007,4.5963383,4.322565,5.1510777,44.31240586508389,90.98577110551594,0.8285127000000001,-2.768571502927121,1.9589734800845153,1.6465253299360434,-0.3391210539078033,Q3 (high Σ),Q2 (small)
67270,5.6651006,5.6468515,5.6827793,45.15250506733122,82.00542927635038,0.03592779999999962,-2.670153235393083,1.9138426063679106,1.654681850036872,0.015876285216436543,Q3 (high Σ),Q2 (small)
68006,5.1602645,5.0913987,5.2148714,45.324322307396734,74.1397249355095,0.12347269999999977,-2.5809204943375197,1.8700509704282091,1.6563313192130322,0.11548220780788511,Q3 (high Σ),Q2 (small)
69921,5.6548767,3.7398355,5.641272,45.63454758004988,112.60075282301597,1.9014365,-2.940938711631308,2.051541294119135,1.6592937493010955,1.0143099177911017,Q2 (low Σ),Q3 (large)
69936,7.0339665,6.995873,7.1495824,45.63378113520249,78.70314772328626,0.15370940000000033,-2.629847622078167,1.895992102263971,1.6592864551439088,-0.5043439113027522,Q3 (high Σ),Q2 (small)
70423,5.4776564,2.205993,5.6787376,44.44768833039357,95.35114842972806,3.4727446,-2.807952550221686,1.9793259281496194,1.6478491787716862,0.8841946511125524,Q2 (low Σ),Q3 (large)
70813,4.7062697,4.6112947,4.75521,44.59105803194531,100.70344797393987,0.14391529999999975,-2.8539907766586174,2.003044340567722,1.6492477771709604,0.3198735645202418,Q2 (low Σ),Q3 (large)
71037,6.849483,6.072962,6.891432,45.7036248700976,68.42158433044855,0.8184699999999996,-2.507585478736604,1.8351931262361385,1.6599506464298073,0.8974941048541796,Q4 (highest Σ),Q1 (smallest)
71893,6.429184,5.7084055,6.6415253,44.937835358635304,134.07548138606464,0.9331198,-3.0992364538025514,2.1273493649335298,1.6526121487586423,0.5448788033433662,Q1 (lowest Σ),Q4 (largest)
4278,5.6582265,5.633438,5.680078,44.95604445568988,166.72576349784188,0.046640000000000015,-3.288367210464971,2.2220027148874544,1.652788092004072,0.06297169811319255,Q1 (lowest Σ),Q4 (largest)
6282,5.673777,5.6488457,5.687664,45.358567732265605,74.25574260142744,0.03881829999999997,-2.5819506314167278,1.8707300456481413,1.656659332573689,0.2845127169402293,Q3 (high Σ),Q2 (small)
9227,5.713857,5.677495,5.766107,44.630865890131304,165.23975068084368,0.08861199999999947,-3.2837436220139713,2.218114531027282,1.6496353127347267,-0.17929851487383697,Q1 (lowest Σ),Q4 (largest)
10696,5.6677623,5.647373,5.6844573,44.54897787202853,88.3758712353823,0.03708430000000007,-2.740979545080795,1.9463337082290453,1.6488377440714295,0.0996189762244229,Q3 (high Σ),Q2 (small)
