field,obs_id,instrument,filter,proposal_id,title,t_exptime,s_ra,s_dec
primer-cosmos-east,250360816,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463040,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360822,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463044,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463039,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463042,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463043,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463046,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,268591047,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,234492195,MIRI/IMAGE,,5893,,0.0,150.09925833333332,2.4726250000000003
primer-cosmos-east,268591046,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591049,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591048,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591053,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591054,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591051,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591052,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,268591050,MIRI/IMAGE,,5893,,0.0,150.16040583333333,2.1596527777777776
primer-cosmos-east,258432503,MIRI/IMAGE,,5893,,0.0,150.1004179166667,2.3696166666666665
primer-cosmos-east,266463151,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463154,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463155,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463158,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360928,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463152,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360934,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463156,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360929,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463153,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360935,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463157,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463167,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463170,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463171,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463174,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360944,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463168,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360950,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463172,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,258432744,MIRI/IMAGE,,5893,,0.0,150.1004179166667,2.3696166666666665
primer-cosmos-east,262819499,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,300593754,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819492,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,300593751,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819496,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
