id,field,ra,dec,sep_from_center_arcmin,xray_survey,fxb_full_05_7keV,fxb_soft_02_2keV,fxb_hard_27_keV,offaxis_factor,detected
42014,primer-uds-north,34.36071841832473,-5.139081941674189,0.66,XMM-Newton UDS / UDSz X-ray (Kocevski+18),1.5404041407575896e-16,5.1346804691919656e-17,3.080808281515179e-16,1.03,False
42859,primer-uds-north,34.4596070740345,-5.137797708107967,6.0,XMM-Newton UDS / UDSz X-ray (Kocevski+18),4.871864964245036e-16,1.6239549880816787e-16,9.743729928490072e-16,3.25,False
43738,primer-uds-north,34.4243105632024,-5.1364909347605625,3.93,XMM-Newton UDS / UDSz X-ray (Kocevski+18),2.94622326186047e-16,9.820744206201568e-17,5.89244652372094e-16,1.96,False
43932,primer-uds-north,34.386713074172285,-5.136108226081832,1.8,XMM-Newton UDS / UDSz X-ray (Kocevski+18),1.8040319622166372e-16,6.013439874055457e-17,3.6080639244332744e-16,1.2,False
44053,primer-uds-north,34.447358936910916,-5.135860437645193,5.29,XMM-Newton UDS / UDSz X-ray (Kocevski+18),4.122438431958697e-16,1.3741461439862323e-16,8.244876863917394e-16,2.75,False
44681,primer-uds-north,34.41782169195119,-5.134841768801986,3.57,XMM-Newton UDS / UDSz X-ray (Kocevski+18),2.696862772602221e-16,8.989542575340738e-17,5.393725545204442e-16,1.8,False
46085,primer-uds-north,34.4549315772716,-5.132707859848963,5.77,XMM-Newton UDS / UDSz X-ray (Kocevski+18),4.618044810793488e-16,1.5393482702644957e-16,9.236089621586976e-16,3.08,False
48927,primer-uds-north,34.277044585960994,-5.128335591767835,5.12,XMM-Newton UDS / UDSz X-ray (Kocevski+18),3.962309288566131e-16,1.3207697628553769e-16,7.924618577132262e-16,2.64,False
52141,primer-uds-north,34.44713116480162,-5.122991975711636,5.45,XMM-Newton UDS / UDSz X-ray (Kocevski+18),4.2878922610452745e-16,1.4292974203484248e-16,8.575784522090549e-16,2.86,False
52856,primer-uds-north,34.38713641481489,-5.121605238050311,2.35,XMM-Newton UDS / UDSz X-ray (Kocevski+18),2.018652002138529e-16,6.72884000712843e-17,4.037304004277058e-16,1.35,False
53667,primer-uds-north,34.26703329974927,-5.120073981052057,5.84,XMM-Newton UDS / UDSz X-ray (Kocevski+18),4.69583390266435e-16,1.5652779675547833e-16,9.3916678053287e-16,3.13,False
