ID,field,z_phot,z_dist,chi2nu_null,chi2nu_geff,delta_chi2nu,bic_null,bic_geff,delta_bic,C_blue,C_red,C_AGN,alpha_AGN,ir_excess,N_filt
72633,ceers-full,5.44,0.0243,2.8592460532676026e+83,2.251264451074419e+83,6.079816021931837e+82,5.718492106535205e+83,4.502528902148838e+83,1.2159632043863674e+83,1.0,0.0,0.5,1.2,2.27,6
72956,ceers-full,8.9,0.073,7.856130707056221e+83,3.83789599348105e+83,4.0182347135751696e+83,1.5712261414112442e+84,7.675791986962101e+83,8.036469427150338e+83,1.0,0.0,0.5,1.2,4.78,6
73890,ceers-full,5.66,0.0266,3.50724952378117e+82,2.6853799362626714e+82,8.218695875184985e+81,7.01449904756234e+82,5.370759872525343e+82,1.643739175036997e+82,1.0,0.0,0.5,1.2,4.28,6
7242,primer-cosmos-west,5.66,0.0266,1.1751587099378047e+83,8.91711579038553e+82,2.834471308992517e+82,3.525476129813414e+83,2.675134737115659e+83,8.503413926977553e+82,1.0,0.0,0.5,1.2,3.55,7
8118,primer-cosmos-west,5.64,0.0264,4.6931574483200484e+82,3.595808956360264e+82,1.0973484919597841e+82,1.4079472344960145e+83,1.0787426869080793e+83,3.2920454758793516e+82,1.0,0.0,0.5,1.2,3.24,7
13074,primer-cosmos-west,5.21,0.022,2.1790265845225577e+84,1.8084023169766492e+84,3.7062426754590843e+83,6.537079753567673e+84,5.425206950929948e+84,1.1118728026377249e+84,1.0,0.0,0.5,1.2,14.26,7
13666,primer-cosmos-west,5.29,0.0227,1.438854343169183e+83,1.1436520530693023e+83,2.9520229009988057e+82,4.3165630295075495e+83,3.430956159207907e+83,8.856068702996421e+82,1.0,0.0,0.5,1.2,7.72,7
15233,primer-cosmos-west,4.99,0.0198,6.051028049510957e+83,4.986496463024568e+83,1.0645315864863888e+83,1.815308414853287e+84,1.4959489389073704e+84,3.1935947594591664e+83,1.0,0.0,0.5,1.2,8.5,7
16152,primer-cosmos-west,5.71,0.0272,6.500128285985471e+84,5.071841791484794e+84,1.4282864945006775e+84,1.9500384857956412e+85,1.5215525374454383e+85,4.284859483502031e+84,1.0,0.0,0.5,1.2,3.12,7
18540,primer-cosmos-west,8.93,0.0735,1.3131480147024925e+84,6.358522877742939e+83,6.772957269281986e+83,3.939444044107477e+84,1.9075568633228815e+84,2.0318871807845954e+84,1.0,0.0,0.5,1.2,6.46,7
21037,primer-cosmos-west,4.48,0.0153,1.7472820914382642e+83,1.4623542800983193e+83,2.8492781133994494e+82,5.241846274314792e+83,4.387062840294957e+83,8.547834340198346e+82,1.0,0.0,0.5,1.2,16.81,7
21620,primer-cosmos-west,8.09,0.0591,1.5769233470060684e+84,8.826802564050326e+83,6.942430906010358e+83,4.730770041018205e+84,2.6480407692150978e+84,2.0827292718031076e+84,1.0,0.0,0.5,1.2,6.67,7
22379,primer-cosmos-west,5.73,0.0274,4.389709821604223e+83,3.403049298098656e+83,9.866605235055675e+82,1.3169129464812672e+84,1.0209147894295969e+84,2.959981570516703e+83,1.0,0.0,0.5,1.2,10.69,7
22483,primer-cosmos-west,7.14,0.0449,2.939759567110623e+84,1.8470042133605066e+84,1.092755353750116e+84,8.819278701331868e+84,5.541012640081521e+84,3.278266061250348e+84,1.0,0.0,0.5,1.2,5.55,7
22702,primer-cosmos-west,5.43,0.0242,7.684340333744096e+84,5.998711067233857e+84,1.6856292665102391e+84,2.3053021001232288e+85,1.799613320170157e+85,5.056887799530718e+84,1.0,0.0,0.5,1.2,16.78,7
25633,primer-cosmos-west,7.05,0.0437,1.0300796076027463e+85,6.750656420751196e+84,3.5501396552762665e+84,3.090238822808239e+85,2.025196926225359e+85,1.06504189658288e+85,1.0,0.0,0.5,1.2,17.88,7
26495,primer-cosmos-west,5.02,0.0201,3.920883087405785e+84,3.2183464288348957e+84,7.025366585708892e+83,1.1762649262217356e+85,9.655039286504687e+84,2.1076099757126685e+84,1.0,0.0,0.5,1.2,12.75,7
28491,primer-cosmos-west,5.59,0.0258,2.0683362005318225e+84,1.63709684989984e+84,4.3123935063198255e+83,6.205008601595468e+84,4.91129054969952e+84,1.2937180518959479e+84,1.0,0.0,0.5,1.2,12.9,7
28500,primer-cosmos-west,5.43,0.0242,7.610666637981996e+83,5.943496472445982e+83,1.667170165536015e+83,2.283199991394599e+84,1.7830489417337947e+84,5.001510496608042e+83,1.0,0.0,0.5,1.2,16.0,7
29372,primer-cosmos-west,5.39,0.0237,1.7805431159599117e+83,1.3979838493731908e+83,3.825592665867209e+82,5.341629347879735e+83,4.193951548119572e+83,1.1476777997601625e+83,1.0,0.0,0.5,1.2,3.85,7
29568,primer-cosmos-west,4.36,0.0144,3.983446616899907e+81,3.559814504035778e+81,4.2363211286412884e+80,7.966893233799813e+81,7.119629008071556e+81,8.472642257282576e+80,1.0,0.0,0.5,1.2,7.57,6
30073,primer-cosmos-west,6.0,0.0304,1.3752941189461828e+84,1.027142993786671e+84,3.481511251595115e+83,4.125882356838548e+84,3.081428981360013e+84,1.044453375478535e+84,1.0,0.0,0.5,1.2,5.45,7
30145,primer-cosmos-west,5.66,0.0266,3.466879174064342e+83,2.626221615018091e+83,8.406575590462509e+82,1.0400637522193025e+84,7.878664845054274e+83,2.521972677138753e+83,1.0,0.0,0.5,1.2,6.58,7
31319,primer-cosmos-west,6.33,0.0344,2.199498507702343e+84,1.569551880534957e+84,6.299466271673862e+83,6.598495523107029e+84,4.708655641604871e+84,1.8898398815021578e+84,1.0,0.0,0.5,1.2,3.4,7
31661,primer-cosmos-west,4.46,0.0152,7.627592749845765e+82,6.363196442926462e+82,1.2643963069193032e+82,2.28827782495373e+83,1.9089589328779388e+83,3.7931889207579096e+82,1.0,0.0,0.5,1.2,4.11,7
32535,primer-cosmos-west,5.75,0.0276,2.10975343371734e+84,1.6336198543797015e+84,4.761335793376384e+83,6.329260301152019e+84,4.9008595631391044e+84,1.4284007380129156e+84,1.0,0.0,0.5,1.2,2.99,7
33230,primer-cosmos-west,4.75,0.0177,8.232416352259095e+82,6.934764093391655e+82,1.2976522588674415e+82,2.469724905677729e+83,2.0804292280174965e+83,3.8929567766023245e+82,1.0,0.0,0.5,1.2,3.06,7
36162,primer-cosmos-west,6.41,0.0353,7.53935482329387e+84,5.321607012965082e+84,2.217747810328787e+84,2.261806446988161e+85,1.596482103889525e+85,6.65324343098636e+84,1.0,0.0,0.5,1.2,4.38,7
42656,primer-cosmos-west,5.69,0.0269,2.0036836746010837e+84,1.5137826433103762e+84,4.899010312907075e+83,6.011051023803251e+84,4.541347929931129e+84,1.4697030938721225e+84,1.0,0.0,0.5,1.2,3.28,7
43505,primer-cosmos-west,4.68,0.017,2.3076158818647663e+83,1.9687246987605463e+83,3.3889118310422e+82,6.922847645594299e+83,5.906174096281638e+83,1.0166735493126606e+83,1.0,0.0,0.5,1.2,6.56,7
44446,primer-cosmos-west,7.13,0.0448,4.314536330849427e+84,2.7218689891028706e+84,1.5926673417465565e+84,1.2943608992548282e+85,8.165606967308612e+84,4.778002025239669e+84,1.0,0.0,0.5,1.2,5.96,7
46914,primer-cosmos-west,5.65,0.0265,2.0494451695910206e+83,1.5543761323346619e+83,4.9506903725635874e+82,6.148335508773062e+83,4.6631283970039853e+83,1.4852071117690757e+83,1.0,0.0,0.5,1.2,9.89,7
47165,primer-cosmos-west,5.23,0.0222,1.5574774370839216e+84,1.240712471324112e+84,3.167649657598096e+83,4.672432311251765e+84,3.722137413972336e+84,9.502948972794286e+83,1.0,0.0,0.5,1.2,6.06,7
50300,primer-cosmos-west,5.7,0.027,3.189224816013126e+82,2.485843661102005e+82,7.033811549111215e+81,9.567674448039378e+82,7.457530983306014e+82,2.110143464733364e+82,1.0,0.0,0.5,1.2,3.73,7
50560,primer-cosmos-west,5.15,0.0213,1.852513926944481e+83,1.4980835425576749e+83,3.5443038438680605e+82,5.557541780833443e+83,4.494250627673025e+83,1.0632911531604181e+83,1.0,0.0,0.5,1.2,8.16,7
51657,primer-cosmos-west,4.79,0.018,2.012675986354722e+84,1.6958091916640135e+84,3.1686679469070884e+83,6.0380279590641665e+84,5.08742757499204e+84,9.506003840721265e+83,1.0,0.0,0.5,1.2,9.91,7
53626,primer-cosmos-west,5.66,0.0265,7.041246869856295e+83,5.340016815803091e+83,1.7012300540532033e+83,2.1123740609568883e+84,1.6020050447409272e+84,5.103690162159611e+83,1.0,0.0,0.5,1.2,5.02,7
54067,primer-cosmos-west,5.66,0.0266,1.1018775873342577e+83,8.355535318677308e+82,2.6632405546652675e+82,3.305632762002773e+83,2.5066605956031923e+83,7.989721663995805e+82,1.0,0.0,0.5,1.2,6.51,7
55716,primer-cosmos-west,4.44,0.015,1.8586991211075107e+84,1.6191960266407393e+84,2.3950309446677145e+83,5.576097363322532e+84,4.857588079922218e+84,7.185092834003144e+83,1.0,0.0,0.5,1.2,7.15,7
1498,gds,4.66,0.0169,4.252581361379804e+84,3.6337516941824473e+84,6.188296671973565e+83,1.2757744084139412e+85,1.0901255082547342e+85,1.8564890015920687e+84,1.0,0.0,0.5,1.2,15.25,7
2981,gds,4.81,0.0182,1.0784550895442812e+84,9.069290202648977e+83,1.715260692793835e+83,3.2353652686328436e+84,2.7207870607946932e+84,5.145782078381504e+83,1.0,0.0,0.5,1.2,4.96,7
3099,gds,5.46,0.0245,1.349535933724258e+84,1.0857871805552658e+84,2.637487531689925e+83,4.048607801172775e+84,3.2573615416657974e+84,7.912462595069774e+83,1.0,0.0,0.5,1.2,11.39,7
5434,gds,4.11,0.0125,4.003117855763927e+84,3.450043690534043e+84,5.530741652298835e+83,1.200935356729178e+85,1.035013107160213e+85,1.6592224956896515e+84,1.0,0.0,0.5,1.2,7.14,7
14381,gds,5.44,0.0243,1.898202285550057e+83,1.4800067163481466e+83,4.1819556920191034e+82,5.694606856650171e+83,4.4400201490444394e+83,1.2545867076057313e+83,1.0,0.0,0.5,1.2,5.99,7
14605,gds,6.93,0.042,1.4720213543699749e+85,9.845185015310454e+84,4.875028528389295e+84,4.416064063109925e+85,2.9535555045931366e+85,1.4625085585167886e+85,1.0,0.0,0.5,1.2,1.98,7
16053,gds,6.9,0.0417,5.674087749613081e+83,3.707589425305661e+83,1.966498324307419e+83,1.702226324883924e+84,1.1122768275916985e+84,5.899494972922257e+83,1.0,0.0,0.5,1.2,2.07,7
18537,gds,4.28,0.0137,2.632074584401128e+84,2.3288542246791514e+84,3.03220359721977e+83,7.896223753203385e+84,6.986562674037454e+84,9.09661079165931e+83,1.0,0.0,0.5,1.2,3.66,7
22388,gds,7.18,0.0455,1.025829692765888e+85,6.506000821794918e+84,3.7522961058639623e+84,2.051659385531776e+85,1.3012001643589837e+85,7.504592211727925e+84,1.0,0.0,0.5,1.2,2.06,6
23636,gds,7.13,0.0448,9.833595509145559e+84,6.507112079191009e+84,3.32648342995455e+84,1.9667191018291118e+85,1.3014224158382018e+85,6.652966859909099e+84,1.0,0.0,0.5,1.2,7.85,6
23868,gds,8.93,0.0734,7.887078930444462e+83,3.8349646949156674e+83,4.052114235528795e+83,1.5774157860888924e+84,7.669929389831335e+83,8.104228471057588e+83,1.0,0.0,0.5,1.2,12.5,6
29303,gds,5.99,0.0302,2.9331354250509076e+84,2.1933048796898655e+84,7.39830545361042e+83,8.799406275152723e+84,6.579914639069597e+84,2.219491636083126e+84,1.0,0.0,0.5,1.2,3.68,7
32147,gds,4.6,0.0164,1.968052877448188e+85,1.6201740623461058e+85,3.4787881510208233e+84,5.904158632344565e+85,4.860522187038317e+85,1.0436364453062473e+85,1.0,0.0,0.5,1.2,5.26,7
32402,gds,4.94,0.0194,4.441063536866621e+83,3.682424721175071e+83,7.586388156915505e+82,1.3323190610599865e+84,1.1047274163525213e+84,2.2759164470746514e+83,1.0,0.0,0.5,1.2,4.8,7
35367,gds,5.49,0.0248,7.237418115930419e+85,5.790940906579037e+85,1.446477209351382e+85,2.1712254347791256e+86,1.7372822719737112e+86,4.339431628054144e+85,1.0,0.0,0.5,1.2,16.02,7
37563,gds,5.71,0.0272,5.305664234733537e+84,4.143463376197322e+84,1.1622008585362156e+84,1.5916992704200613e+85,1.2430390128591965e+85,3.486602575608648e+84,1.0,0.0,0.5,1.2,2.09,7
39509,gds,4.29,0.0138,1.346179041259668e+83,1.1867689014403047e+83,1.594101398193634e+82,4.0385371237790046e+83,3.5603067043209143e+83,4.782304194580903e+82,1.0,0.0,0.5,1.2,5.07,7
41129,gds,7.13,0.0448,1.8488715927703723e+85,1.168934792519819e+85,6.799368002505532e+84,5.546614778311116e+85,3.506804377559457e+85,2.0398104007516598e+85,1.0,0.0,0.5,1.2,32.54,7
44531,gds,7.12,0.0447,1.4713008534790115e+83,9.726714872181063e+82,4.986293662609053e+82,2.942601706958023e+83,1.9453429744362124e+83,9.972587325218105e+82,1.0,0.0,0.5,1.2,6.84,6
45202,gds,7.13,0.0448,1.119375443053355e+85,7.404908834116529e+84,3.7888455964170203e+84,2.23875088610671e+85,1.4809817668233057e+85,7.57769119283404e+84,1.0,0.0,0.5,1.2,20.93,6
46221,gds,4.05,0.012,1.4641449575084243e+84,1.3328325990222105e+84,1.3131235848621363e+83,4.392434872525273e+84,3.998497797066632e+84,3.9393707545864067e+83,1.0,0.0,0.5,1.2,5.11,7
46281,gds,4.79,0.018,1.8756340032769896e+83,1.585766300141693e+83,2.8986770313529672e+82,5.626902009830969e+83,4.757298900425078e+83,8.696031094058906e+82,1.0,0.0,0.5,1.2,6.85,7
51983,gds,7.14,0.0449,2.9126152441987826e+84,1.8550702315924266e+84,1.0575450126063556e+84,5.825230488397564e+84,3.710140463184853e+84,2.115090025212711e+84,1.0,0.0,0.5,1.2,12.24,6
52017,gds,6.33,0.0343,4.46711567074798e+84,3.1922440036661915e+84,1.2748716670817884e+84,1.3401347012243938e+85,9.576732010998574e+84,3.8246150012453647e+84,1.0,0.0,0.5,1.2,3.73,7
64049,gds,5.27,0.0226,4.744301299944069e+83,3.7772264317810947e+83,9.670748681629745e+82,1.4232903899832207e+84,1.1331679295343285e+84,2.9012246044889223e+83,1.0,0.0,0.5,1.2,6.88,7
65646,gds,5.66,0.0266,4.4216626617193496e+84,3.3529921167266275e+84,1.068670544992722e+84,1.326498798515805e+85,1.0058976350179882e+85,3.206011634978166e+84,1.0,0.0,0.5,1.2,9.67,7
66116,gds,6.85,0.0409,6.741283108167466e+85,4.572944720639225e+85,2.1683383875282407e+85,2.02238493245024e+86,1.3718834161917677e+86,6.505015162584723e+85,1.0,0.0,0.5,1.2,7.23,7
