id,field,ra,dec,f090w_flux,f090w_fluxerr,f105w_flux,f105w_fluxerr,f115w_flux,f115w_fluxerr,f115wn_flux,f115wn_fluxerr,f125w_flux,f125w_fluxerr,f140w_flux,f140w_fluxerr,f150w_flux,f150w_fluxerr,f150wn_flux,f150wn_fluxerr,f160w_flux,f160w_fluxerr,f200w_flux,f200w_fluxerr,f200wn_flux,f200wn_fluxerr,f277w_flux,f277w_fluxerr,f356w_flux,f356w_fluxerr,f410m_flux,f410m_fluxerr,f435w_flux,f435w_fluxerr,f444w_flux,f444w_fluxerr,f475w_flux,f475w_fluxerr,f606w_flux,f606w_fluxerr,f775w_flux,f775w_fluxerr,f814w_flux,f814w_fluxerr,f606wu_flux,f606wu_fluxerr,f850lp_flux,f850lp_fluxerr,f110w_flux,f110w_fluxerr,f182m_flux,f182m_fluxerr,f210m_flux,f210m_fluxerr,f150w2-f162m_flux,f150w2-f162m_fluxerr,f250m_flux,f250m_fluxerr,f300m_flux,f300m_fluxerr,f335m_flux,f335m_fluxerr,f350lpu_flux,f350lpu_fluxerr,f430m_flux,f430m_fluxerr,f460m_flux,f460m_fluxerr,f480m_flux,f480m_fluxerr,f814wu_flux,f814wu_fluxerr,f850lpu_flux,f850lpu_fluxerr,z_phot,z_phot16,z_phot84,av,av_err,lbol,lbol_err,muv,muv_err,r_eff_16_pix,r_eff_50_pix,r_eff_84_pix,r_eff_16_phys,r_eff_50_phys,r_eff_84_phys,verdict,delta_chi2nu,Av_null,C_AGN,Av_geff,chi2nu_geff,alpha_AGN,ir_excess,group,fxb_full_05_7keV,offaxis_factor,sep_from_center_arcmin,ha_observed_um,ha_instrument,logMstar_best,logMstar_err,method,n_bands_used
33445,primer-uds-south,34.29753202893787,-5.257188779490052,0.0673845653092788,0.004282329398388,-99.0,-99.0,0.0666316367240431,0.0041784573139136,,,0.0384580952460293,0.0125311616764286,0.0308151605130712,0.0218361883849152,0.0627364815195542,0.003537907823463,,,0.0472927665069245,0.011085917731456,0.0803794768280205,0.002910496496678,,,0.1632996121834396,0.0024553948953634,0.2202686847717992,0.002453128099938,0.1101341091011744,0.0043638933102172,0.0123733277236792,0.009216804240745,0.1234776992568293,0.0036041638879962,,,0.0550840917885458,0.0064901376248056,-99.0,-99.0,0.088042520576903,0.0061426040685466,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34576,4.1539474,4.5050545,0.0,0.1438077589909726,43.84535013000579,0.3747372331969804,-18.866956947243903,0.10537060507359,0.4213989329338073,0.5520919263362885,0.7362141418457031,113.06694568065224,148.13361631268566,197.53605877894225,Support,137.08,0.0,0.1176,0.0,417.11,0.892,1.97,Support,4.3641622623591734e-16,2.91,5.53,3.51,NIRSpec (F100LP+G140H/F170LP+G235H),9.58,0.3,M_UV_relation,0
33898,primer-uds-south,34.35550806508812,-5.256449826079847,0.0301227433528861,0.0041715346637757,-99.0,-99.0,0.015621423109047,0.0040235591133617,,,0.0226002634841396,0.0117785875555292,0.0188645583427049,0.0210902300946921,0.0247899018817562,0.0034281081221524,,,0.0210143205669523,0.0103525089334073,0.0237720311627316,0.0027937916872398,,,0.0563640813729132,0.0022296332012304,0.0768551313828449,0.0022231538435859,0.0718898044668271,0.004225714853804,0.0222366861533877,0.0088621842495511,0.0689757754562705,0.0034903272164371,,,0.0164194992399577,0.0035656181920042,-99.0,-99.0,0.0314333493297097,0.0027533134395427,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.545273,4.2995605,4.69123,1.2000000000000002,0.1314359889115168,44.14028855491225,0.2821258865083383,-18.168545470694003,0.0929988349941322,0.3136105179786682,0.4162564277648926,0.6373852062225341,82.45443812298781,109.44208787273796,167.58123861954962,Neutral,0.46,0.0,0.0585,0.0,16.5,1.037,2.78,Neutral,1.9024030714654412e-16,1.27,2.07,3.64,NIRSpec (F100LP+G140H/F170LP+G235H),9.32,0.3,M_UV_relation,0
36872,primer-uds-south,34.4070890500239,-5.251666396435935,0.0152361037678623,0.0051580269775392,-99.0,-99.0,0.0048799330012019,0.0051323790947591,,,0.0183189424474012,0.0127689613403011,0.0386480645841019,0.0117619687605043,0.0155709959469545,0.004238102068328,,,0.0209093032963901,0.0114755976899524,0.0182351187150069,0.0034428076745704,,,0.0498679661038865,0.0026731274734991,0.0885951144874944,0.0027766692513398,0.3137799295517559,0.0051346599886427,0.0082845336694099,0.0070656019114664,0.2133764536803566,0.0042103865258599,,,-0.0043493268585274,0.0045027724723116,-99.0,-99.0,0.0161134823821638,0.0045656682708864,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.135115,7.1244817,7.1666317,2.4000000000000004,0.154006838694851,45.80524062331789,0.272865159403307,-18.298870973293397,0.1155696847774656,0.3079137468338013,0.3837428838014602,0.5226373720169066,63.64109379965382,79.31382445272976,108.0212051516021,Null wins,-2.44,4.39,0.2853,4.25,20.53,0.01,13.7,Null wins,1.6211740005064222e-16,1.08,1.14,5.34,MIRI (unlikely),9.86,0.3,M_UV_relation,0
37557,primer-uds-south,34.42231096893665,-5.250702720659581,0.1008957693196232,0.0042840567191396,-99.0,-99.0,0.094177980035013,0.0041699835899655,,,0.0735796491530541,0.0044167427635009,0.1031929901812942,0.020885145040703,0.0710715170380277,0.0035221481236181,,,0.0688629364189619,0.0058641709531086,0.0942171523388247,0.0029645632240694,,,0.1416199991147449,0.0028645554768969,0.3294512786090239,0.0029430096231147,0.2794027255133796,0.0053170028680826,0.0090980999517913,0.0097675952170341,0.6300669594057948,0.0045640105594961,,,0.0006589413706293,0.0064351154933633,-99.0,-99.0,0.062284003735799,0.007119938906743,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.655718,5.6390715,5.671591,2.7,0.151626760359627,45.84695929949107,0.175047174137881,-19.7382513588335,0.1131896064422441,0.5333115816116333,0.612657755613327,0.7114871835708617,125.77021106423776,144.48232119913436,167.7891430311579,Null wins,-17.61,3.46,0.0002,3.76,57.86,2.5,8.87,Null wins,1.8785668002977523e-16,1.25,2.01,4.37,NIRSpec (F100LP+G140H/F170LP+G235H),10.2,0.3,M_UV_relation,0
37751,primer-uds-south,34.51421982359461,-5.2503646885674895,0.023665976328889,0.0063670912686104,-99.0,-99.0,0.042868828514253,0.0062146097061057,,,0.0334423880443633,0.012400003942928,-99.0,-99.0,0.0394303541483216,0.0053054323854436,,,0.0440798652954781,0.0148885607796615,0.0491084357603702,0.0042234411130569,,,0.1393617768733702,0.0035079658756574,0.2566034824500398,0.0035039699514134,0.7623264487928458,0.0066679730610162,-99.0,-99.0,0.5543057916727511,0.0055269643890854,,,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3592114,5.320074,5.398369,2.1,0.1516971512233433,45.48732537350818,0.3568238314511736,-18.57945964960397,0.1132599973059598,0.263179919719696,0.2880552411079407,0.3488533926010131,63.843767806377144,69.87817287995404,84.62695413619427,Neutral,-0.14,4.02,0.2292,4.16,14.43,0.01,14.06,Neutral,6.695460194413756e-16,4.46,7.44,4.17,NIRSpec (F100LP+G140H/F170LP+G235H),9.65,0.3,M_UV_relation,0
37878,primer-uds-south,34.40181687272715,-5.25016724014793,0.0359370687793341,0.0063448896711697,-99.0,-99.0,0.0376375581898001,0.0065996298791553,,,0.0305276907743295,0.0131541807902736,0.009750082444282,0.0116026054279881,0.0328280138384266,0.0052232498827144,,,0.019309189208553,0.0117671568920231,0.039153549845156,0.0043142570781866,,,0.1160524901944539,0.0026139864269818,0.1380837341021939,0.0026670236151761,0.1289550665103844,0.0048092126042065,-0.0073681021618278,0.0076684894942589,0.1396167894647467,0.0040156678354577,,,0.0070914263776444,0.0057109600665285,-99.0,-99.0,0.0353916454973649,0.0049775766582541,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7731967,4.5939593,4.815888,0.8,0.1273139606568711,44.26907788764392,0.196589410655631,-18.44031234984277,0.0888768067394849,0.4193988573551178,0.5491518378257751,0.7451192116737365,107.7669589783295,141.10773680466824,191.46268548466017,Weak,3.62,0.0,0.0766,0.0,11.25,1.011,4.25,Support,1.5793632122342996e-16,1.05,0.92,3.79,NIRSpec (F100LP+G140H/F170LP+G235H),9.48,0.3,M_UV_relation,0
39711,primer-uds-south,34.41973629558163,-5.247058526889604,0.018525081149833,0.0041945493393597,-99.0,-99.0,0.0238656259687836,0.0040730607617953,,,0.0196584483577782,0.0073650352803611,0.0479630042405212,0.0221366626732881,0.0162412147141649,0.0033680667525648,,,0.0213912902130691,0.0077583986251009,0.0257635185730129,0.0028208745149097,,,0.027841520464001,0.0024617261846726,0.0635201920955869,0.0024378541806022,0.0979672656739364,0.0047137485166213,-0.0045332559803662,0.0090003931137677,0.0688377936790444,0.0038411895282102,,,-0.0003849423014347,0.005385643392037,-99.0,-99.0,0.0284409512009929,0.0058698103063065,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.461955,5.4250064,5.4843006,1.5,0.1495502443258121,44.43538632199932,0.2582664389450837,-18.15637922733944,0.1111130904084287,0.3520073390007019,0.4926539063453674,0.7743856739997863,84.55446348470159,118.3386882015886,186.012500140403,Neutral,0.06,2.04,0.0004,2.17,20.14,2.5,4.24,Neutral,1.8524565375651535e-16,1.23,1.94,4.24,NIRSpec (F100LP+G140H/F170LP+G235H),9.49,0.3,M_UV_relation,0
44435,primer-uds-south,34.37030725185898,-5.238639648434586,-0.0007701321477943,0.0060966908989783,-99.0,-99.0,0.0187705939530238,0.0059049887444663,,,-0.0008082259521453,0.0095929793735261,0.0280800536353401,0.014882469878589,0.0125178321950522,0.004879830193187,,,0.0081218059217643,0.0080518864370387,0.0159467568941458,0.0040402306675009,,,0.0667015070464863,0.002859897108981,0.0538813210768365,0.0028848181307946,0.1958355960544587,0.0055782501471225,-0.0020535197512461,0.0086687713368608,0.1361026936528697,0.0045066563916053,,,-0.0014226933086148,0.004387504819066,-99.0,-99.0,0.006254305483025,0.0027424543607858,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1732736,5.1461225,5.1951075,1.1,0.1508832393019527,44.325101728481634,0.2957595911893911,-17.132449316810934,0.112446085384569,0.3109098315238953,0.3992887586355209,0.5808780074119567,76.79376055026057,98.62308043066938,143.47505960639884,Neutral,-0.16,1.52,0.0945,1.68,63.86,0.581,10.87,Neutral,1.7837777196328424e-16,1.19,1.74,4.05,NIRSpec (F100LP+G140H/F170LP+G235H),8.99,0.3,M_UV_relation,0
45383,primer-uds-south,34.34392799518837,-5.236677392605615,0.0152094356579642,0.0068770830688701,-99.0,-99.0,0.012864677118882,0.0066785290924662,,,0.0220847487640311,0.0130485580863351,-0.0021249263798056,0.0240290466872897,0.0235939755900017,0.0054290292695738,,,0.0212885830542364,0.0113228198408572,0.0138293973584537,0.0044275209585985,,,0.0553742157682982,0.0033684909632401,0.0947434447803578,0.0033012788696719,0.1074579344061266,0.0065037766128704,-0.0004546375799026,0.0094180503401561,0.1010903059242556,0.0053113049373658,,,0.0100586905599898,0.003507991615558,-99.0,-99.0,0.01215045383295,0.002347679865526,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8551655,4.265687,5.2944984,0.9,0.179084031547001,44.132558222199755,0.3438932144192975,-17.512081162343055,0.1790840315469992,0.337449140548706,0.4653748124837875,0.7207129526138305,86.00317423783622,118.60664697163948,183.682795986159,Neutral,0.01,0.62,0.0703,0.79,10.71,0.847,4.28,Neutral,2.393974391469409e-16,1.6,3.09,3.84,NIRSpec (F100LP+G140H/F170LP+G235H),9.09,0.3,M_UV_relation,0
45637,primer-uds-south,34.34400293702269,-5.236179141373149,0.1150344464557374,0.0068165518954044,-99.0,-99.0,0.1061397684570043,0.0066102173344938,,,0.0757943053870553,0.0127149728020974,0.0791424867258675,0.0232159094991933,0.135416424928694,0.0054472707222123,,,0.0860531867245373,0.0113757547705757,0.1592351620908548,0.0045073021961422,,,0.3878065327080942,0.0033857021407397,0.5352340684386174,0.0034480910736222,0.4184088150543357,0.0063686093025391,-0.0044576458836698,0.0094651473251709,0.4291730607619723,0.0050419387084043,,,0.0463897050070356,0.0034730607529803,-99.0,-99.0,0.1010704344657552,0.002421213016083,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5362873,4.3728466,4.569045,1.2000000000000002,0.1270018669603319,44.96644713110943,0.1726604692951627,-19.72739182626517,0.088564713042949,0.3461920523643493,0.4177092015743255,0.5319736552238464,91.10366814849402,109.9240731348419,139.99383006704042,Support,30.14,0.0,0.143,0.0,505.06,0.741,3.17,Support,2.399593385963184e-16,1.6,3.1,3.63,NIRSpec (F100LP+G140H/F170LP+G235H),9.98,0.3,M_UV_relation,0
47509,primer-uds-south,34.26460314475026,-5.232585427484487,0.0801031429553793,0.0093749664230949,-99.0,-99.0,0.0692692645795135,0.0089287404089944,,,0.0693731990198235,0.0143136310823618,0.0646262905637751,0.0256466277639774,0.0825561573013864,0.0075376747177705,,,0.0869717444062832,0.012328668157344,0.0852097269457188,0.0063348851248159,,,0.1114267578761694,0.0048484018437788,0.2732784568400901,0.0048373449117844,0.2176254986247429,0.0094029508628033,0.0144982453049924,0.0080813344917012,0.3912922306296359,0.0077800110101697,,,-0.006661651157683,0.0068968493338175,-99.0,-99.0,0.0253531723403649,0.0058598568136462,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.659403,5.6376305,5.6756616,1.8,0.1509495135314768,45.30803553078818,0.1548574933331351,-19.533665121566017,0.1125123596140937,0.6885333037376404,0.834689199924469,1.0265394973754882,162.31957508451498,196.7753709572188,242.00347915916177,Support,45.18,2.59,0.0002,1.67,1.31,2.5,4.74,Support,7.016255944672691e-16,4.68,7.67,4.37,NIRSpec (F100LP+G140H/F170LP+G235H),10.11,0.3,M_UV_relation,0
48686,primer-uds-south,34.49635717133602,-5.230361011735166,0.0212635789671998,0.0065005922980281,-99.0,-99.0,0.0284882103570295,0.0063426891328571,,,0.0291109087263542,0.0120990331494764,-99.0,-99.0,0.0240433269834655,0.0050517697557167,,,0.0327990619361921,0.0142280019119504,0.0259039011148556,0.0041802365785967,,,0.0607370220737421,0.0028912266971948,0.0752199968022809,0.0028070922798317,0.0800945972541898,0.0054858144442584,0.017387934083311,0.0115429161134142,0.0785397680011377,0.0044321793163298,,,0.0112256010087428,0.0087105183636314,-99.0,-99.0,0.027639921671593,0.0095845895376807,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.843895,4.24566,5.2866354,0.3,0.1818490115800278,43.79679120245192,0.1351024167847337,-18.156006215187865,0.1818490115800273,0.5104531335830689,0.7400951385498047,1.1067083597183227,130.24150899029243,188.83439301175304,282.37531968922485,Neutral,0.16,0.0,0.112,0.0,1.9,0.87,3.27,Neutral,5.582326285647766e-16,3.72,6.6,3.84,NIRSpec (F100LP+G140H/F170LP+G235H),9.37,0.3,M_UV_relation,0
48982,primer-uds-south,34.33123035997706,-5.229861833950647,0.0001436808285186,0.0094403682939504,-99.0,-99.0,0.0053527461220773,0.009200283731055,,,0.0199299939907568,0.0130692112352905,0.0574923113467509,0.0218694216629389,0.0297575378047371,0.0074693928000426,,,0.0175416894263025,0.0110628299601314,0.0357936859997645,0.0060248512147924,,,0.0605734531744679,0.0031234806800513,0.1309203993660062,0.0030501995470921,0.3237959853132126,0.0061499340203244,-0.000541796910641,0.0072832026080738,0.2183929420673716,0.0048980573014112,,,0.0008681893316532,0.0029693797071373,-99.0,-99.0,0.0253945287436901,0.0021254190019378,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38785,5.351149,5.435551,2.0,0.1533426793058907,45.079966135096285,0.3306545279025767,-18.45270954545382,0.114905525388508,0.2901823830604553,0.3581742495298385,0.5238920259475708,70.20053517488333,86.64903684941646,126.73926034893466,Neutral,0.06,2.88,0.2751,3.01,7.36,0.01,7.34,Neutral,2.962494665036291e-16,1.97,3.95,4.19,NIRSpec (F100LP+G140H/F170LP+G235H),9.6,0.3,M_UV_relation,0
50716,primer-uds-south,34.31315407240597,-5.226780942036896,-0.0009700061207826,0.0044055789771064,-99.0,-99.0,0.0137972161148645,0.0043003535664711,,,0.0177693475149361,0.0123624016692781,0.004784234333926,0.0226076602092313,0.0106886821793538,0.0035565239163112,,,0.0228861969553533,0.0107636912004609,0.0192988818006527,0.0029469239061188,,,0.0241666478826802,0.00207401938329,0.0759308306332931,0.0021706298611266,0.0852860259793552,0.0041082488829628,-0.0138112617198646,0.0075813125487439,0.1382567258517753,0.0034189561099167,,,0.0034108707285091,0.0039122379194744,-99.0,-99.0,-0.0006630429876758,0.0028234664073679,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8636265,7.0689373,8.02955,2.7,0.098105779633423,45.9216824163476,0.3492920359707093,-18.313102814447895,0.098105779633423,0.2912722086906433,0.3590084463357925,0.5050532674789429,56.71564726631773,69.90504346274642,98.34245119986656,Null wins,-98.71,2.45,0.4634,0.59,101.54,0.01,12.93,Null wins,3.8488258234927637e-16,2.57,5.01,5.82,MIRI (unlikely),10.01,0.3,M_UV_relation,0
51593,primer-uds-south,34.37359814355506,-5.225203398424738,0.0030567524427138,0.0068152792559631,-99.0,-99.0,0.0312515609667038,0.0064733953817613,,,0.0184555358281465,0.0123293548821869,0.007440810420165,0.0232169133032703,0.0195764956861146,0.005197054683737,,,0.0166996715975947,0.0106509473768305,0.0768732660075237,0.0043638208512699,,,0.2421281960502122,0.0035348307296323,0.2730272650794332,0.0034770413786093,0.3070634836179512,0.006631670079767,-0.0002260486319942,0.0088712721516724,0.3382511715775405,0.0054775669423628,,,0.0092751174341956,0.0036835075307472,-99.0,-99.0,0.0167952000304539,0.002609677062764,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.457851,4.307861,4.6122627,1.0,0.1514310026039872,44.5756439747154,0.1913029932997786,-17.470290655999275,0.1129938486866031,0.2983276295661926,0.3703145831823349,0.5133356809616089,79.13541475511737,98.23092206583677,136.1691911693487,Support,137.58,0.47,0.2067,0.0,41.84,0.226,17.28,Support,1.998682677492035e-16,1.33,2.31,3.58,NIRSpec (F100LP+G140H/F170LP+G235H),9.0,0.3,M_UV_relation,0
52581,primer-uds-south,34.40539228360383,-5.223527645703455,-0.001718865389823,0.0068509724123222,-99.0,-99.0,0.0133079966957378,0.0066961761898307,,,0.0306744280293087,0.0127959381331462,0.0548814732806053,0.0235013211984502,0.052591286436522,0.0058076133212172,,,0.0294302011950233,0.0110391047680548,0.0585951718003726,0.0044629215089788,,,0.2479032253185534,0.0034704902539878,0.5979441902078549,0.003661600182752,0.508067542935192,0.0061399844723607,0.008907015318843,0.007435851130517,0.5267982479141547,0.0050624778268245,,,0.0089857575859883,0.0049960667865073,-99.0,-99.0,0.016605125706388,0.0050670350689883,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.166954,5.9635644,6.3501344,1.3,0.1482327555377625,45.46867675202326,0.356642724383826,-18.267739337359817,0.1097956016203767,0.2898586368560791,0.3424274176359176,0.4325113224983214,65.20018481917299,77.02489447674957,97.28817629566542,Support,312.79,0.66,0.3812,0.0,859.83,0.01,10.02,Support,2.0282474306345427e-16,1.35,2.37,4.7,NIRSpec (F100LP+G140H/F170LP+G235H),9.67,0.3,M_UV_relation,0
55634,primer-uds-south,34.37214013256284,-5.217964106077201,0.0190189833864287,0.0058412739028542,-99.0,-99.0,0.109725322953153,0.0058184151039856,,,0.0934587016088008,0.012796138595671,0.0857068212229172,0.0222487069362354,0.1261843903012296,0.0048749815059738,,,0.1193410635863417,0.0102093597406744,0.145159563951522,0.0039668822625109,,,0.1031559538392246,0.0029459280120825,0.2394139113319994,0.0029910445836573,0.3248505664448441,0.005774342997335,-0.0024018134285279,0.0056792978690631,0.2095853358714432,0.0046487287841613,,,-0.0004080776626174,0.0028453483490116,-99.0,-99.0,0.0054096805721301,0.0028210594407876,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.879805,6.8439074,6.9133205,0.1,0.1514513659553471,44.65229192609113,0.2162926495482547,-20.151941497626616,0.113014212037962,0.2893911743164062,0.3526061177253723,0.487347377538681,61.125283616579736,74.47756139010417,102.93764743246147,Weak,6.33,0.0,0.1155,0.0,194.51,0.774,1.66,Support,2.2031244699740782e-16,1.47,2.74,5.17,NIRSpec (F100LP+G140H/F170LP+G235H),10.61,0.3,M_UV_relation,0
55783,primer-uds-south,34.270711521139155,-5.2176792889822154,0.0703573292287908,0.0094320753105026,-99.0,-99.0,0.0831106162945139,0.0093228496348984,,,0.0670244191866858,0.0127940692102128,0.0829554034953696,0.0238821094776603,0.0974618079524775,0.0075850944051188,,,0.0801756840155357,0.0115146322784142,0.1236675317996929,0.0061980290683867,,,0.3944180587503904,0.0046791469449244,0.9305339362495152,0.0091423288649603,0.6019626434484446,0.0088661457407605,-0.002810117986509,0.0068019367247408,0.6631813257795897,0.007937628526726,,,0.0334818925760707,0.0046855651764461,-99.0,-99.0,0.0715308750848547,0.0047781199103455,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6260314,4.5411806,4.71215,1.4,0.1516399377369516,45.17508989809598,0.1808250973272643,-19.292877225315063,0.113202783819565,0.3396940565109252,0.4216714799404144,0.5729617261886597,88.58625364646302,109.96452826156413,149.41837171717333,Neutral,-0.33,0.37,0.1898,0.49,838.65,0.132,6.8,Neutral,6.866975112841122e-16,4.58,7.57,3.69,NIRSpec (F100LP+G140H/F170LP+G235H),9.81,0.3,M_UV_relation,0
57494,primer-uds-south,34.36877729836944,-5.214285317247173,0.1987306273706762,0.0094217937089739,-99.0,-99.0,0.241108609837563,0.0090646807577123,,,0.2183406886659543,0.0127390537600907,0.245617680059772,0.0229033978020888,0.284601991052223,0.0074789776366569,,,0.2173399854932051,0.010709056231507,0.4894335126805044,0.00622513521014,,,1.0818859299140031,0.0049064498536794,1.5491161859825648,0.0050114103279743,1.416077447898931,0.0085517433044147,0.0272572418189024,0.0077143174604987,1.4722219037829565,0.0071229579625848,,,0.1271101563883005,0.0032508207203199,-99.0,-99.0,0.2583524011796696,0.0027525323332829,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0239935,3.964375,4.162249,1.6,0.1677236532888264,45.48754545616913,0.1654157911936204,-20.2558488745766,0.1292864993714424,0.3541506481170654,0.441612035036087,0.5852951025962829,98.22051320361234,122.47714623353806,162.32635929996957,Support,1117.76,0.39,0.2937,0.0,1165.05,0.313,5.17,Support,2.356062889463849e-16,1.57,3.02,3.3,NIRSpec (F100LP+G140H/F170LP+G235H),10.11,0.3,M_UV_relation,0
59568,primer-uds-south,34.37223598544468,-5.210034144967174,-0.011161179546796,0.007175921808867,-99.0,-99.0,0.0131210650150859,0.0069999334610339,,,0.0345945315512709,0.0143323140777378,-0.0044877584820789,0.0252618949629676,0.0177899131828907,0.0057851998804696,,,0.0173267041100232,0.0116858772832344,0.0236370427320194,0.0046375872921233,,,0.0377823908507404,0.0035118623380509,0.072514698250118,0.0035817975633607,0.1617887399001162,0.0068186354328553,-0.0089412224386771,0.0081169490577902,0.1593707144785903,0.0054300823337127,,,0.0039110530664526,0.0040306528458952,-99.0,-99.0,0.0043106427112679,0.003878440615343,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.901577,8.57096,9.0467205,2.7,0.1353655302394054,46.37644879811365,0.2452734794282479,-18.946349220321327,0.0969283763220207,0.3291220188140869,0.4389401078224182,0.6686625361442565,59.18652695676717,78.93528551401158,120.24662878249345,Neutral,-0.62,0.32,0.4417,0.33,18.49,0.01,8.96,Neutral,2.448212944723288e-16,1.63,3.18,6.5,MIRI (unlikely),10.48,0.3,M_UV_relation,0
59880,primer-uds-south,34.440987518226386,-5.209337113326783,0.0134193244224021,0.0065818263529311,-99.0,-99.0,0.0128590265600992,0.0063465569002127,,,0.0112173048625395,0.0093480903269301,-0.0148796030630922,0.0160046617229385,0.0085743538257695,0.0053355208474012,,,0.0010099412039857,0.0079405322791366,0.0146778303990894,0.0045104704095165,,,0.0131817261672662,0.0030608396239341,0.0380842403913033,0.002975919309156,0.02410113177002,0.0059176933735651,-99.0,-99.0,0.0753821870136544,0.0047492036232485,,,0.0017235394886176,0.0050293876881333,-99.0,-99.0,0.0095788370440605,0.0049838092523265,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.663111,4.0713696,5.6959248,3.2,0.2777306585393049,45.075477511127126,0.1052488638281688,-17.514468259399724,0.2777306585393049,0.3608531129360199,0.5092243552207947,0.7931041836738586,85.04027531500455,120.00611277187473,186.9065160179598,Neutral,1.46,3.76,0.0005,3.87,0.35,2.5,8.79,Neutral,3.23637512361494e-16,2.16,4.3,4.37,NIRSpec (F100LP+G140H/F170LP+G235H),9.25,0.3,M_UV_relation,0
59971,primer-uds-south,34.26054876950803,-5.209163464917401,0.0584917915150954,0.0106956692101797,-99.0,-99.0,0.0191091237417214,0.0100199439936889,,,0.0330902570462821,0.0144131852727556,0.0440698692571617,0.0237601960035214,0.0320826524735118,0.008339206094806,,,0.0349019885591005,0.0130007616686166,0.0277994829988962,0.0070429684556905,,,0.0406811770767938,0.004699418300821,0.0718541558020964,0.0045707399668494,0.1346252418935925,0.0092134268575501,0.0122591766224475,0.0097877296492503,0.1162754475966133,0.0074602844434113,,,0.0139872167116289,0.0067214569907922,-99.0,-99.0,0.0246460816567871,0.0062842291215346,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3915443,5.058841,5.4519916,0.9,0.1088262709858423,44.300690984416704,0.2726269652574645,-18.431506085331232,0.0703891170684585,0.4137067914009094,0.6067782640457153,0.953310453891754,100.047874201165,146.7388901779425,230.54174199715123,Neutral,0.0,2.5,0.0009,2.63,2.37,2.5,3.62,Neutral,7.98084031887039e-16,5.32,8.31,4.19,NIRSpec (F100LP+G140H/F170LP+G235H),9.59,0.3,M_UV_relation,0
60046,primer-uds-south,34.3774127954971,-5.209022947260113,0.038979314142729,0.0067024692776429,-99.0,-99.0,0.0449823994991989,0.0063251125953867,,,0.0233017362967994,0.0126183483859012,0.0341602145922421,0.0153225008248249,0.0424707439418836,0.0052504472394489,,,0.0394619846570712,0.0108881477917955,0.0451865207492049,0.0042850272441251,,,0.0531993504934669,0.0029756282640303,0.1152857168935325,0.0029430219213024,0.1729479472793271,0.0057551520282846,-0.0088083875451329,0.0081502932684874,0.1044750644726981,0.0046220364249842,,,0.0014036645486766,0.0039213904888096,-99.0,-99.0,0.0239221853211982,0.0036528129321182,,,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.462843,5.445072,5.482674,1.0,0.152038793677918,44.45040520273225,0.1565235360616962,-18.833020472806208,0.1136016397605317,0.3587847506999969,0.5029787421226501,0.7849342131614685,86.17512812708928,120.8085278514652,188.53032705140032,Neutral,0.16,1.47,0.0005,1.6,53.61,2.5,2.46,Neutral,2.430075371739749e-16,1.62,3.15,4.24,NIRSpec (F100LP+G140H/F170LP+G235H),9.78,0.3,M_UV_relation,0
