SDSS_NAME,RA,DEC,Z,LORD_TYPE,AUTOCLASS,PSFMAG_U,PSFMAG_G,PSFMAG_R,PSFMAG_I,PSFMAG_Z
000123.05+034407.0,0.3460523178068229,3.735305117753239,0.442,red2,UNK,21.967146,21.19272,20.460098,19.806948,19.43825
000130.73+341446.0,0.3780801408474872,34.24611824820824,0.6818168759346008,red1,QSO,21.797695,21.93238,21.374619,20.597906,20.19082
000133.92+332423.6,0.3913426490122447,33.40655814988447,0.8111185431480408,red1,QSO,21.523897,21.589294,21.59093,21.098837,20.568329
000159.77+065926.4,0.49906085453818605,6.990673839956087,0.2997349500656128,red2,QSO,21.701124,21.473082,21.041286,20.607609,20.007301
000244.22+252650.0,0.6842723092720462,25.44723679727549,0.37917476892471313,red2,QSO,22.314821,21.556257,20.101559,19.510271,19.048597
000553.36+102746.2,1.4723538596743424,10.462840157278347,0.7044726610183716,red1,QSO,24.493568,23.760948,22.66774,21.323446,20.835304
000634.03+005632.3,1.6418102754023494,0.942323879257726,0.7,red1,UNK,23.093796,23.857655,21.798319,20.676966,19.945866
000733.50+225356.0,1.8896017378580723,22.898913577678023,0.818,red1,QSO,21.702625,21.108719,20.913889,20.46186,19.898287
000750.50+005815.2,1.9604565423172744,0.9708995255733114,0.345,red2,UNK,21.151829,21.291883,20.554945,20.36084,19.326956
000946.62-000100.0,2.4442780275634277,-0.016678126591758522,0.4175064265727997,red2,QSO,22.666794,22.476889,21.787186,21.280947,20.748066
001048.73+010415.3,2.703073624330102,1.0709425888214834,0.7567330002784729,red1,QSO,22.129393,21.871977,22.135473,21.260218,20.970243
001144.86+213835.0,2.9369487358939637,21.643074571157197,0.7788951396942139,red1,QSO,22.19268,21.860886,21.353645,20.715185,20.21349
001242.28-010229.5,3.176169166674754,-1.0415387729492915,0.822,red1,QSO,21.796093,22.161829,22.16357,21.788748,20.834085
001300.40+003637.8,3.2516916029636604,0.6105148162513113,0.8481655716896057,red1,QSO,22.636099,22.115164,21.42451,20.807964,20.207659
001359.50+234045.8,3.4979272869626925,23.67938983805042,0.8245604038238525,red1,QSO,21.446627,21.492733,21.157324,20.541918,20.10842
001400.72-001250.9,3.5030003562383314,-0.21416002750927202,0.742,red1,QSO,21.676264,21.143278,20.640362,20.062307,19.559904
001512.00+230930.2,3.800001270112716,23.15839436595249,0.7783253192901611,red1,QSO,22.323393,22.029102,21.35215,20.775274,20.312296
001813.48+284641.3,4.5562037136907065,28.77815062624937,0.7371852993965149,red1,QSO,21.94139,21.581104,21.239727,20.79133,20.148783
001859.26-004010.4,4.746921440281659,-0.6695592456861214,0.811887800693512,red1,QSO,22.86344,22.45418,22.37235,21.82648,21.345716
001940.53+032138.6,4.918896951723696,3.3607346555446225,0.8266714811325073,red1,QSO,22.427145,21.69786,21.582184,21.207968,20.524542
002114.58+020550.1,5.310783355302192,2.097258691730709,0.8792633414268494,red1,QSO,22.65851,21.926487,21.558111,21.013681,20.512495
002133.85+234943.5,5.391079905765821,23.828751396843792,0.7062323093414307,red1,QSO,22.635988,21.902826,21.64979,21.112694,20.52792
002216.51+274542.6,5.568804079655706,27.761834817555997,0.3581892251968384,red2,QSO,22.56427,22.127995,20.537266,19.867842,19.226704
002227.59+005518.8,5.614999217289267,0.9219042297985895,0.7226318717002869,red1,QSO,22.369778,22.065056,21.80749,21.257793,20.301256
002255.06+002055.1,5.729432544368819,0.348645001541561,0.799,red1,UNK,22.643993,21.966925,20.468573,19.827467,19.151665
002326.82+315912.3,5.861766242913234,31.986757848764785,0.41090887784957886,red2,QSO,21.741762,21.304111,22.036562,21.395466,19.994291
002334.92+303031.1,5.8955090355214,30.508640542991696,0.4136323034763336,red2,QSO,22.28476,21.655687,20.940454,20.411213,19.934168
002447.96-004456.4,6.199865548040447,-0.7490152291453128,0.706,red1,UNK,22.38775,22.081661,21.88166,21.381783,20.630693
002455.29+081518.5,6.23040827211247,8.255164996965531,0.399,red2,UNK,22.139425,21.35817,20.583342,19.761597,19.452011
002513.60+043748.3,6.306692138660139,4.630100462307072,0.748,red1,UNK,22.221878,21.75446,21.64465,21.00913,20.393845
002547.52+264148.0,6.448004459588105,26.696685243233212,0.825118899345398,red1,QSO,21.710724,21.509144,21.40317,20.796444,20.044184
002634.31+241216.5,6.64297091422759,24.20460355349186,0.777,red1,QSO,22.294601,21.786802,21.979074,21.661411,20.502922
002718.77+030950.6,6.828243796459105,3.1640608998872053,0.47,red2,UNK,21.48032,21.411781,21.201366,20.495747,20.053513
002720.14+242106.4,6.833946894190603,24.35178269354297,0.734,red1,QSO,22.037004,21.29594,20.898483,20.399292,19.85859
002956.46+350513.9,7.485258398580584,35.08720408152003,0.4427783787250519,red2,QSO,22.188047,21.977472,21.323648,20.540268,19.883715
003113.88-010150.0,7.807862896571123,-1.0305815722734886,0.7494605183601379,red1,QSO,22.400822,21.675364,21.423008,20.925814,20.389791
003257.83+033921.2,8.240977838765627,3.6558984142221123,0.862,red1,QSO,21.477201,21.17357,20.819677,20.105974,19.80029
003512.50+092326.2,8.80209789323294,9.390613239107635,0.7318894267082214,red1,QSO,21.65924,21.676752,21.73474,21.405031,20.664282
003604.37+251357.1,9.018213002456491,25.232549069582742,0.7437344193458557,red1,QSO,22.082653,21.54246,21.264051,20.518887,20.001291
003857.46+072511.8,9.739452052176716,7.419969053793309,0.7767949104309082,red1,QSO,21.426168,21.557566,22.651947,21.85493,21.548588
003921.31+000007.8,9.838815262029675,0.002193476001099178,0.691,red1,UNK,21.809711,21.710289,21.511385,21.086807,20.477228
004043.85+261416.2,10.182735018341816,26.23783393876398,0.7741116881370544,red1,QSO,22.136219,21.49703,20.963781,20.608694,19.913443
004052.06+072753.6,10.216946134337206,7.464900874031242,0.8148782849311829,red1,QSO,22.440588,22.532003,21.85768,21.556099,20.75541
004114.59+132557.6,10.31079460611818,13.43269389448703,0.8162498474121094,red1,QSO,21.79388,21.373877,21.670158,21.19001,20.658895
004249.01+081432.9,10.704242224278005,8.242474701397525,0.8114588260650635,red1,QSO,21.57498,21.365232,21.006226,20.410208,19.923977
004255.11+224356.9,10.729638018738342,22.732497818204184,0.2933167517185211,red2,QSO,22.09982,21.724318,20.938211,20.504547,19.855774
004308.77+000557.1,10.7865696664831,0.09920439322744103,0.7423145174980164,red1,QSO,22.201815,21.570667,21.232533,20.747816,20.212996
004425.52+011027.5,11.106368549439892,1.174322814342741,0.8169800043106079,red1,QSO,22.612762,22.38737,22.366056,21.622414,20.965183
004523.10+011720.7,11.346259918389705,1.2890909067513412,0.6852113008499146,red1,QSO,24.776093,25.025793,22.754118,21.827671,20.927742
004602.12-004316.4,11.50884663387303,-0.7212413747629833,0.845,red1,QSO,22.928125,22.34474,22.164003,21.5869,20.772535
004627.23+312349.8,11.613495716274826,31.397180655445446,0.707014799118042,red1,QSO,21.701067,21.54203,21.117985,20.564703,20.008322
004710.56-031206.8,11.793999980886696,-3.2019042304479637,0.345,red2,QSO,22.243998,21.680716,20.751902,20.312374,19.73067
004715.44+050909.1,11.814352451922105,5.152552192750926,0.4270007312297821,red2,QSO,22.837795,22.48521,20.881666,20.20233,19.870062
004719.27-010141.9,11.830300110891073,-1.0283164093513366,0.8692566752433777,red1,QSO,22.742466,22.21866,22.093315,21.568823,20.489542
004738.31+240540.1,11.909646635938259,24.094492796467847,0.7189478278160095,red1,QSO,22.19198,21.85991,21.184025,20.404331,20.099869
004906.00+282640.1,12.275016558752498,28.44447325610318,0.2968232035636902,red2,QSO,21.54042,21.517939,20.972395,20.71369,19.056103
004926.43+215718.9,12.360159486689554,21.955271877238722,0.8203310966491699,red1,QSO,22.625206,21.831324,22.109781,21.38786,20.865555
004949.76-004126.6,12.457358374847429,-0.6907468351047193,0.878,red1,QSO,22.349642,21.866037,21.549248,21.176903,20.47506
004950.04+032356.3,12.458538497726408,3.398982582364932,0.42318081855773926,red2,QSO,22.487831,22.154411,21.11469,20.646738,20.099121
005105.87+331852.7,12.774474663605588,33.314642253633075,0.7702426910400391,red1,QSO,22.78918,22.29059,21.989298,21.365936,20.94094
005311.51+001436.0,13.297961921395654,0.24335599728903698,0.6851585507392883,red1,QSO,23.530558,22.736961,22.107063,21.610224,20.714201
005341.77+343727.9,13.424046150449271,34.624423846212366,0.6836839318275452,red1,QSO,22.361542,21.670778,21.398285,20.776878,20.243492
005641.20-002353.7,14.171685494467,-0.39827182686969076,0.732,red1,QSO,22.013288,21.44407,20.757572,20.903654,19.17538
005704.99+004508.3,14.270817888983572,0.7523066826963268,0.8251338601112366,red1,QSO,23.169798,22.911306,22.529305,22.174149,21.273813
005726.99-011041.6,14.362462012281464,-1.1782370992959972,0.84,red1,QSO,22.86342,22.34222,22.456177,21.884552,21.20823
005740.64-010158.8,14.41935832414731,-1.0330210421323267,0.447,red2,UNK,21.713087,21.69609,20.979097,20.479956,19.964863
005745.92+003919.6,14.441333425795733,0.6554591011481534,0.792,red1,UNK,22.47109,22.307037,22.208431,21.442259,20.707623
005747.93+225550.9,14.449741929450113,22.930832454755244,0.8382861018180847,red1,QSO,21.802502,21.530712,21.688282,21.21051,20.409904
005854.73+003011.8,14.728072495542877,0.5032841559235979,0.7013552188873291,red1,QSO,22.508223,22.112595,22.013313,21.451323,20.868809
005903.08+210514.5,14.762865250825996,21.08738756865408,0.7575855851173401,red1,QSO,21.796589,21.428215,21.284359,20.896513,20.204664
005909.64+002441.9,14.790193970942966,0.4116639253551993,0.7896896600723267,red1,QSO,22.875843,23.018969,22.306211,21.442007,20.501324
005916.38+003134.4,14.818280469333262,0.5262227272304896,0.419,red2,UNK,21.532103,20.98662,20.607872,20.022425,19.587378
005918.71-003410.4,14.827971593845831,-0.5695583132011114,0.8315906524658203,red1,QSO,23.559162,22.88337,22.463501,22.082865,21.114628
005953.68+065259.5,14.97369103528598,6.883220037492276,0.709,red1,UNK,22.327229,22.222303,21.499249,20.844957,20.3533
005955.24+034300.6,14.980194345577956,3.7168486496899837,0.3265846371650696,red2,QSO,23.039425,22.842651,21.561352,20.39069,19.544958
010043.49+322805.9,15.181244977059691,32.46831490944551,0.7219672203063965,red1,QSO,22.302256,21.7713,21.6842,21.196293,20.630737
010044.27+050851.5,15.184478578923517,5.14764371697134,0.8197516202926636,red1,QSO,22.19843,21.770056,21.332737,20.74584,20.112228
010105.36-001920.8,15.272333740296911,-0.32245760663872636,0.7075491547584534,red1,QSO,24.090576,23.794487,22.99927,22.130678,21.070091
010107.55+321732.4,15.281472677985334,32.29234828191267,0.8600765466690063,red1,QSO,22.197186,21.844393,21.802788,21.627607,20.500692
010112.14+001933.1,15.30058666512268,0.32588224941219923,0.8666173219680786,red1,QSO,23.114492,24.597536,22.688435,21.895863,21.217482
010227.54+003623.7,15.614777572328192,0.6065994584772381,0.7938904762268066,red1,QSO,23.507967,23.044395,22.256319,21.408873,20.863632
010235.67+292534.5,15.648632429467966,29.426267667457285,0.479,red2,QSO,22.201824,21.410175,20.977655,20.468714,19.823294
010259.61+002634.7,15.748399974790159,0.44299870492840415,0.6870192885398865,red1,QSO,22.915129,22.25042,21.971119,21.498293,20.963558
010322.96+004050.4,15.84566660372542,0.6806806405834012,0.7644522786140442,red1,QSO,22.630882,22.42977,22.382324,22.002743,21.311287
010433.03-002154.9,16.137638653905995,-0.36526563237212106,0.452,red2,UNK,22.849768,22.258804,21.161621,20.36817,19.870674
010512.10-033334.2,16.30044821429935,-3.5595196153784174,0.722,red1,QSO,21.844183,21.563057,21.700077,21.252556,20.498627
010518.12+001545.1,16.325532484578275,0.26253797908944865,0.4084421992301941,red2,QSO,21.455393,21.108706,20.91988,20.536264,19.849197
010554.40-010821.9,16.4767016655809,-1.139430679651456,0.429,red2,UNK,22.163645,22.050732,21.166035,20.694258,20.040602
010643.09+255134.5,16.679569472718413,25.859583779758783,0.7023456692695618,red1,QSO,21.919333,21.489756,21.165222,20.47423,20.157038
010728.46-001657.6,16.868606294574537,-0.2826861000544805,0.840299665927887,red1,QSO,23.22556,22.903921,23.22852,22.400763,21.983633
010823.97-004931.0,17.099895155046088,-0.8252999832829427,0.8316638469696045,red1,QSO,23.224844,23.100622,22.874792,22.349567,21.272945
010839.35+274551.3,17.163959129082002,27.764262221178754,0.7289385795593262,red1,QSO,21.27279,20.557278,21.27539,21.212109,19.756823
010900.58+082314.0,17.25242540534498,8.387241788402093,0.4649297297000885,red2,QSO,21.04593,20.958773,20.336971,19.672369,19.160578
010906.64+001825.2,17.277680660995145,0.3070008271978854,0.2848181128501892,red2,QSO,23.102251,22.520924,21.499193,21.185259,20.360111
011107.29+201238.2,17.780398842519087,20.21061601971628,0.444,red2,UNK,21.240932,20.858795,20.324682,19.496834,19.267378
011110.89+001709.2,17.795409705110757,0.2859124118765193,0.3607115149497986,red2,QSO,22.909933,22.628426,21.16964,20.535583,20.0905
011146.19+003942.6,17.942460879824893,0.6618551724141155,0.815,red1,QSO,22.79013,22.421091,22.447521,22.070917,21.364723
011148.62-002751.4,17.952591552210905,-0.46429201533927267,0.699,red1,QSO,21.30763,20.88339,24.746675,24.32068,21.37007
011228.73+004930.8,18.119722842714282,0.8252239676891482,0.7110472917556763,red1,QSO,23.608128,23.384064,22.01904,21.168846,20.436626
011312.63-004938.3,18.30265009307159,-0.8273298704241765,0.8155781030654907,red1,QSO,23.204044,22.846556,22.816372,22.31399,21.673605
011337.23+284323.6,18.40515402596079,28.723242452786916,0.29417383670806885,red2,QSO,21.287722,20.492075,19.612951,19.228296,18.400707
011413.43-005839.5,18.555960327646034,-0.9776430346893433,0.7945667505264282,red1,QSO,22.542564,22.796337,21.954937,21.659674,20.516375
011426.80-002623.4,18.611675555238946,-0.4398496501100822,0.8540864586830139,red1,QSO,23.013227,23.046394,22.184916,21.67695,20.77823
011430.23+000420.9,18.625993787797178,0.07248478013536173,0.4554,red2,QSO,21.143835,20.655151,20.184044,19.731783,19.173136
011456.83-002842.2,18.736816641286993,-0.4783946114603133,0.7062364220619202,red1,QSO,22.384293,22.028316,22.074238,21.539997,20.852026
011535.50+002655.3,18.897947250630164,0.44870383357052523,0.8362528085708618,red1,QSO,23.953749,23.275126,22.7964,22.100086,21.587292
011536.11+003352.4,18.90046015392717,0.5645763370632653,0.364,red2,UNK,22.096382,21.646568,20.506998,20.031723,19.42508
011605.33+051544.6,19.022248457078717,5.262404927945318,0.8382983207702637,red1,QSO,22.415388,21.722654,21.70063,21.104101,20.504831
011804.57+053848.2,19.519064541810508,5.646727582078233,0.7474921345710754,red1,QSO,22.100317,21.65931,21.308191,20.71217,20.28237
011831.76-010706.7,19.63236517944747,-1.1185467921717414,0.773,red1,QSO,22.60166,22.991087,22.714972,21.65033,20.988548
011943.89-002502.1,19.9329107435669,-0.41725722635607826,0.744,red1,QSO,22.688261,22.189192,21.97034,21.503988,20.779465
011955.27+033000.2,19.980294571321394,3.500082197958512,0.356810063123703,red2,QSO,21.118391,20.895708,19.924994,19.552782,18.881948
012041.64+261136.6,20.17353206695958,26.193522210683792,0.31436261534690857,red2,QSO,21.098269,20.96766,21.511217,21.09314,19.26787
012046.86+002055.6,20.195249799953572,0.34878483268507215,0.826779842376709,red1,QSO,22.384926,22.579348,22.396082,22.02843,21.17515
012144.80+213547.4,20.43669435252849,21.59650895930752,0.414,red2,UNK,21.359703,21.28882,20.583908,20.003826,19.47517
012149.12+080925.5,20.454669750716334,8.157108819858081,0.7580618858337402,red1,QSO,22.521385,21.796593,21.250769,20.644085,20.175558
012210.18+130353.3,20.542430635453115,13.064831400835017,0.8166414499282837,red1,QSO,21.87809,21.759058,21.8403,21.475613,20.68553
012314.89+034851.9,20.812058580588825,3.8144401059733464,0.732,red1,QSO,21.688446,20.93931,20.150915,19.758518,19.035261
012321.25+310249.0,20.838561257833064,31.04697062578788,0.4659201502799988,red2,QSO,22.128716,21.621672,20.890491,20.259874,19.818333
012437.75+311920.9,21.157305043548263,31.322481401695786,0.4,red2,QSO,21.992212,21.371237,20.65766,20.13016,19.510706
012440.84+000127.6,21.170199719670226,0.024337639215171108,0.43253204226493835,red2,QSO,22.828041,22.071316,21.14516,20.369322,20.012218
012537.17+005145.7,21.404916128425086,0.8627083593958981,0.792,red1,UNK,21.887611,21.853529,21.435461,20.949121,20.409159
012550.21+034551.3,21.459231811406994,3.7642765059486023,0.7881172895431519,red1,QSO,22.717691,22.204792,22.127163,21.437912,21.042082
012603.60-082839.9,21.51503022873827,-8.477774050610785,0.825,red1,QSO,21.354128,20.883892,20.26042,19.69738,19.089056
012614.70+010406.8,21.561265784479517,1.068560900336149,0.81382155418396,red1,QSO,24.001326,24.13832,22.398617,21.258339,20.522106
012729.09-011012.0,21.871232125836272,-1.1700246683801376,0.772,red1,QSO,23.004623,22.406063,22.46255,22.186937,21.087877
012735.23+002447.8,21.896806323048395,0.413298458202932,0.8145814538002014,red1,QSO,22.304956,22.360691,22.323265,21.633135,20.793951
012746.07-010512.6,21.941985153915745,-1.0868605975091865,0.409,red2,UNK,21.47488,20.893188,20.423403,19.945147,19.350842
012833.43-024944.9,22.139314420406706,-2.8291659447663364,0.762,red1,QSO,21.598576,20.889624,20.564291,20.092041,19.449806
012839.75+003342.4,22.165655510606626,0.5617782621292324,0.435,red2,UNK,23.260864,22.534315,21.32923,20.57219,20.008684
012856.91+044814.5,22.237147427860123,4.804045654081855,0.706,red1,QSO,22.22436,21.721481,21.858686,21.523382,20.652891
012910.90-011311.3,22.295427597108386,-1.2198095855863447,0.4154443144798279,red2,QSO,22.748337,22.085106,20.912008,20.190372,19.814356
013010.09-011121.8,22.542062838707807,-1.1894002788329536,0.68,red1,QSO,22.06918,21.82489,21.278294,20.621956,20.251911
013027.61+001114.2,22.615069448163702,0.1872993990366954,0.746,red1,QSO,22.612717,22.246374,22.243225,21.599876,21.127378
013056.74+041012.0,22.736419553729036,4.170007859539249,0.7991416454315186,red1,QSO,22.017744,21.472876,20.432135,19.937027,19.35718
013209.76+104536.7,23.040706407414348,10.760203335558915,0.459,red2,UNK,22.20057,21.78861,20.965733,20.280867,19.622263
013210.60+150934.3,23.04419848805793,15.159533497030303,0.701402485370636,red1,QSO,21.98858,21.569796,21.312246,20.808409,20.271194
013215.63+011247.3,23.065159450682017,1.213155765171479,0.7001948952674866,red1,QSO,22.75642,21.97654,21.435188,21.019508,20.378504
013230.12+202513.4,23.12550364092033,20.42041604812331,0.869,red1,UNK,22.43385,21.868685,21.919943,21.484098,20.862967
013234.46+003924.2,23.143620496742756,0.6567343782708014,0.417,red2,UNK,22.024342,21.745285,20.817408,20.359766,19.770481
013434.87+001228.5,23.645315906190937,0.20792832014006785,0.35445573925971985,red2,QSO,23.14956,23.696117,24.742918,20.531889,21.542326
013436.31+004327.9,23.651306616155125,0.724435317246878,0.8153975009918213,red1,QSO,23.712435,23.910044,22.242764,21.415798,20.70653
013448.08-000654.1,23.700359319104393,-0.11505183201685171,0.772,red1,QSO,23.314735,22.852314,22.95645,22.633427,21.701395
013457.91+002738.2,23.74131089412422,0.4606358127261393,0.405,red2,UNK,21.848726,21.692785,21.242207,20.68951,19.905464
013518.00+153113.2,23.825026374406036,15.520350824430125,0.7485909461975098,red1,QSO,22.542187,22.097046,22.223963,21.888847,21.093184
013558.66+132940.8,23.994424667906628,13.494681507622174,0.7516598701477051,red1,QSO,22.580011,22.194948,20.774973,19.93097,19.568426
013600.23+004602.8,24.000967784092836,0.7674631191948047,0.35594627261161804,red2,QSO,22.882448,22.507252,21.08726,20.55275,19.87673
013613.72-002852.8,24.057179585644462,-0.4813406159054267,0.454,red2,UNK,22.735846,22.497932,20.970758,20.252365,19.778349
013706.93-000154.3,24.278911702492337,-0.03175867655341939,0.8043583631515503,red1,QSO,22.938011,22.456116,21.89796,21.010363,20.586332
013756.07+273702.0,24.483631081289502,27.61724994580877,0.7940673828125,red1,QSO,21.837149,21.473745,21.354052,20.927406,20.24401
013801.63+005241.3,24.50679585537109,0.8781653115989863,0.7890270948410034,red1,QSO,22.061903,21.879522,21.466581,20.653276,19.97836
013842.27+242005.9,24.676156769399938,24.33497579108508,0.468,red2,UNK,21.173513,20.833355,20.348063,19.732426,19.203367
013944.05-004251.4,24.93354253037709,-0.714281266823262,0.472,red2,UNK,22.017567,21.338377,20.498138,19.967335,19.402523
014123.84+000824.5,25.34935641755686,0.14015704558951086,0.735,red1,QSO,22.136896,21.69224,21.547699,20.96887,20.488976
014128.94-002208.5,25.37060668143598,-0.36905544524411277,0.8576143980026245,red1,QSO,23.02832,22.92287,22.775047,21.981964,20.987553
014154.11+210508.0,25.475487955256142,21.08556994972753,0.768,red1,UNK,19.78943,19.635057,20.7219,19.655233,19.263935
014158.85+163823.0,25.495248340597527,16.639747415295677,0.433,red2,UNK,22.442839,21.758543,20.546564,19.77055,19.40597
014228.76+233339.4,25.619846819726263,23.560962777718476,0.8478793501853943,red1,QSO,21.516697,21.151997,21.188028,20.840248,19.96149
014238.59-000844.2,25.66079758842517,-0.14562859803182054,0.7898015379905701,red1,QSO,22.46989,22.419867,21.964092,21.48044,20.730587
014318.76+215840.8,25.828177194428463,21.978000432903386,0.8648791313171387,red1,QSO,21.165226,21.274498,21.232763,20.81155,20.121136
014336.42+001841.0,25.901779971703036,0.3113996275344487,0.8382703065872192,red1,QSO,23.799583,23.172012,22.866068,21.832016,21.359798
014416.51+003613.1,26.068818269842183,0.6036504764278875,0.832082986831665,red1,QSO,22.753838,24.044888,22.563374,22.26978,20.745363
014416.66-002322.2,26.06942499503638,-0.38951065574491583,0.8667414784431458,red1,QSO,22.488333,22.385904,22.189213,21.863909,20.937653
014449.00+004838.1,26.20419275808075,0.8106106717303792,0.3135926127433777,red2,QSO,22.831057,22.343016,21.724857,21.257648,19.924067
014453.42+002821.5,26.222590864306973,0.4726619188438689,0.7838147878646851,red1,QSO,22.262548,21.667692,21.16962,20.488825,20.088284
014514.62+123037.6,26.310937894722997,12.510448995528886,0.8443728685379028,red1,QSO,21.719826,21.750177,21.487574,20.80399,20.147697
014520.55-002440.3,26.33565371165077,-0.41121275275088165,0.8063079714775085,red1,QSO,23.308622,24.506317,22.758196,22.01783,21.04561
014550.42-024652.3,26.460083562807995,-2.7812168591234165,0.779155433177948,red1,QSO,22.338036,21.671381,21.341986,20.986408,20.212084
014701.32+094748.6,26.755503605442357,9.79684863958121,0.8657166361808777,red1,QSO,21.609352,21.583017,21.522844,21.138988,20.418766
014747.11-001822.6,26.94632377645562,-0.3062950459707725,0.702268660068512,red1,QSO,22.439882,21.952078,21.731756,21.301939,20.646416
014750.84+005143.2,26.961840865616132,0.8620206438103739,0.36230844259262085,red2,QSO,21.742004,21.376064,20.166378,19.55484,18.958405
014812.11+001545.5,27.05049752076502,0.2626634581026534,0.42323365807533264,red2,QSO,22.479012,21.790934,21.094736,20.657106,20.09088
014815.93+000555.3,27.066395456790893,0.09871197351413637,0.41354814171791077,red2,QSO,23.066341,22.492414,20.97597,20.374407,19.744053
014828.38-093612.4,27.11828,-9.603455,0.789268,red1,UNK,21.839111,21.304726,20.941788,20.469864,19.686354
014853.88-002426.4,27.22453686237968,-0.40733497329769797,0.7301117181777954,red1,QSO,22.55474,21.819435,21.828495,21.182384,20.807632
014934.57-004752.3,27.394061095578827,-0.7978627792811446,0.7613810300827026,red1,QSO,22.63701,22.609743,21.944382,21.303965,20.510426
014941.51+084549.0,27.422992388363355,8.763625791778399,0.44610676169395447,red2,QSO,21.664366,21.562078,20.728935,20.062782,19.719275
015028.59+295101.7,27.619135093650357,29.850482922660667,0.8265276551246643,red1,QSO,22.107975,21.721458,21.974298,21.653387,20.821718
015030.25+063255.5,27.626077321984212,6.548770517903355,0.7511008381843567,red1,QSO,22.196848,21.532785,21.233757,20.621874,20.168182
015042.05-095627.7,27.675216,-9.941052,0.702055,red1,UNK,21.605804,21.182384,20.867739,20.393827,19.810713
015053.64-000904.8,27.723517538888473,-0.15136049835415355,0.78,red1,QSO,23.33742,22.78414,22.204227,21.624018,20.931776
015057.91+003902.0,27.741301132597073,0.650555949804477,0.875,red1,QSO,22.568161,22.533869,22.194828,21.71576,21.010332
015112.96+003028.6,27.804027914043022,0.5079671357186901,0.699120283126831,red1,QSO,22.080893,21.576439,20.78871,20.024527,19.665487
015116.39+005222.5,27.818302185325976,0.8729333313365903,0.8525525331497192,red1,QSO,23.627455,24.703018,23.026731,22.112368,21.43213
015140.37+274200.8,27.918222649831762,27.700226912587812,0.8768522143363953,red1,QSO,22.0018,21.684383,21.287647,20.830013,20.153904
015319.34+100440.1,28.330586095420983,10.077809523283438,0.43766355514526367,red2,QSO,21.56162,21.316866,21.036272,20.5149,20.000906
015410.71+311519.0,28.544641723202574,31.255286721497196,0.7707043886184692,red1,QSO,22.268267,22.149197,21.604008,19.85778,20.576822
015632.14+251607.2,29.133932875522703,25.268673879301826,0.7414471507072449,red1,QSO,21.007328,21.366856,21.064156,20.3333,19.955202
015643.41+264307.7,29.18091362976179,26.718812252485883,0.862,red1,QSO,21.82414,21.282963,21.343853,20.965616,20.202557
015753.29+150137.6,29.47204252658264,15.027135855123984,0.6942561864852905,red1,QSO,22.706976,22.02596,21.39031,20.719896,20.17916
015810.49+062542.4,29.543738014410394,6.4284543838868995,0.28605005145072937,red2,QSO,21.69346,21.599724,20.959547,20.481041,19.722094
015823.70-010612.1,29.598750840832373,-1.1033636274028167,0.7605683207511902,red1,QSO,24.07441,24.362837,22.704304,21.416527,20.607483
015824.83+212951.3,29.603466233626534,21.497598788725192,0.477,red2,UNK,20.928576,21.493986,20.609863,19.871265,19.415054
015947.02+275234.6,29.94595681607899,27.87628654360321,0.7315687537193298,red1,QSO,22.161085,21.660315,21.599928,21.159004,20.50952
015959.63-003815.9,29.998472350345523,-0.637751453329353,0.8392949104309082,red1,QSO,21.910141,21.627403,21.623358,21.284237,20.527256
020045.80+071025.4,30.190856702368137,7.173722360598723,0.8020148873329163,red1,QSO,22.486486,21.963064,21.750214,21.466686,20.606995
020112.55-092016.7,30.302325935230073,-9.337998645577692,0.33838921785354614,red2,QSO,21.938234,21.817352,20.70086,20.222172,19.644527
020114.75+004755.0,30.3114713676149,0.7986274194764371,0.8038391470909119,red1,QSO,22.061087,21.974237,21.932882,21.540045,20.869305
020228.72-045045.9,30.619680991953203,-4.846110533847157,0.292,red2,QSO,21.230911,20.895548,19.905794,19.490305,18.900486
020239.62+205438.0,30.665087649504585,20.910563730838177,0.3409949243068695,red2,QSO,22.531755,22.000607,20.529219,19.960644,19.206837
020256.62+204332.4,30.735929939892742,20.72567914312505,0.7546750903129578,red1,QSO,21.4786,21.360435,21.279507,20.759209,20.203836
020258.94-002807.5,30.745607625917785,-0.46875172689956,0.33911460638046265,red2,QSO,20.35691,20.064383,19.413683,19.013765,18.31272
020317.99-062900.4,30.82499478564597,-6.483453165738811,0.8,red1,GALAXY,22.909157,22.118586,21.780987,21.32942,20.736822
020330.67-062901.7,30.87783260690449,-6.4838269575989695,0.434,red2,QSO,22.913595,24.399956,22.435652,21.58421,21.034409
020407.68-062359.0,31.032031072441818,-6.3997484077534414,0.824,red1,QSO,22.095575,21.57393,21.482882,20.949837,20.386383
020435.86-002321.5,31.14943445494105,-0.38932861108599537,0.6858673095703125,red1,QSO,23.062181,23.046894,22.29887,21.398232,21.25865
020454.66-051014.4,31.227758996839505,-5.170693462668748,0.697,red1,GALAXY,21.919676,22.87017,22.151049,21.563765,21.032604
020457.53-005755.7,31.239716765463072,-0.9654977236197664,0.445,red2,UNK,21.501886,20.933382,20.080204,19.459375,18.986742
020504.45-065412.5,31.268580509930807,-6.903490283142937,0.731,red1,QSO,22.49555,22.757399,22.258875,21.821878,20.697487
020511.71+001232.7,31.29881795904666,0.20909742616035468,0.833619236946106,red1,QSO,21.791752,21.589733,21.51851,21.229187,20.263447
